token_1,token_2,original_similarity,improved_similarity,change
tutorial,array,-0.013945483579285186,0.18449060663262926,0.19843609021191444
tutorial,ensemble,-0.08754480789972403,0.03336907901604037,0.12091388691576441
tutorial,security,0.016966901477046763,0.28882879903374736,0.2718618975567006
tutorial,selection,-0.07330948453022267,0.26971451209233627,0.34302399662255895
tutorial,extra,-0.12211266665035901,0.16860957567648768,0.2907222423268467
tutorial,validations,0.03301477005000088,0.2871047345030496,0.2540899644530487
tutorial,str,0.050661924142752335,0.2400571727161956,0.18939524857344325
tutorial,custom,-0.046555125774732226,0.2371088446121068,0.283663970386839
tutorial,dependencies,0.1415390934802387,0.2990106136083528,0.1574715201281141
tutorial,fixtures,-0.14235495861163744,0.2327643144833355,0.37511927309497295
sklearn,src,0.040939876311013285,0.21520818567521957,0.1742683093642063
sklearn,/_,0.07935852059273009,-0.052413723624613544,-0.13177224421734363
sklearn,docs,0.029936898254746026,0.06553867887014758,0.035601780615401556
sklearn,310,-0.002385320222868908,-0.06740593691720938,-0.06502061669434046
sklearn,init,0.03723632668084424,0.14841382811086978,0.11117750143002554
sklearn,__.,-0.13904402351334486,-0.16535544861513504,-0.026311425101790187
sklearn,/__,-0.025393744459485584,-0.04056196423093701,-0.015168219771451427
sklearn,plot,-0.0022809746442448943,0.08628131412793351,0.08856228877217841
sklearn,examples,0.04502176362022366,0.3827752770730365,0.33775351345281285
sklearn,testing,0.05249440787249182,0.34446206319134937,0.29196765531885754
sklearn,001,0.1602627805252831,0.18604548169542404,0.025782701170140948
sklearn,params,-0.13774780147194698,0.28417263452361996,0.42192043599556694
sklearn,model,-0.06309770344202936,0.15326809240725336,0.21636579584928273
sklearn,utils,0.1299858480580766,0.3956722336083928,0.2656863855503162
sklearn,scripts,-0.0022637216299937826,0.30646283221557913,0.3087265538455729
sklearn,response,0.15511442629593558,0.4941985325135245,0.33908410621758894
